ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"104.25.251.18","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4995","1","2023-10-20T12:50:26.540Z","100","4424","4425"
"103.117.108.53","elite","AS137935","BD","I Link Internet Service (I.T)","213","I Link Internet Service (I.T)","4153","socks4","3500","1","2023-10-20T12:50:26.543Z","98","4414","4488"
"103.47.93.217","elite","AS134058","IN","Broban Internet Services Pvt.ltd","194","Broban  PVT Ltd.","1080","socks4","4993","1","2023-10-20T12:50:22.335Z","99","4413","4445"
"132.226.7.23","elite","AS31898","JP","Oracle Corporation","288","Oracle Cloud Infrastructure (ap-tokyo-1)","30277","socks4","5396","1","2023-10-20T12:50:22.337Z","30","1344","4480"
"110.78.152.196","elite","AS131090","TH","CAT-BB","294","N/A","5678","socks4","4398","1","2023-10-20T12:50:22.254Z","73","3247","4472"
"39.108.113.204","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","287","Aliyun Computing Co., LTD","20000","socks5","3704","1","2023-10-20T12:50:17.635Z","83","3737","4505"
"116.197.132.59","elite","AS58369","ID","PT. Fiber Networks Indonesia","163","FIBERNET","8291","socks4","4917","1","2023-10-20T12:50:17.641Z","35","1560","4500"
"177.101.135.84","elite","AS28158","BR","Ampernet Telecomunicações Ltda","219","Ampernet Telecomunicações Ltda","5678","socks4","3601","83","2023-10-20T12:50:17.643Z","99","4458","4486"
"177.38.5.147","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","211","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5009","1","2023-10-20T12:50:17.640Z","86","3735","4352"
"103.117.109.5","elite","AS137935","BD","I Link Internet Service (I.T)","197","I Link Internet Service (I.T)","4153","socks4","5187","1","2023-10-20T12:50:12.644Z","33","1479","4432"
"159.69.43.215","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","22139","socks5","4211","1","2023-10-20T12:50:12.746Z","100","4352","4358"
"183.88.140.227","elite","AS45629","TH","Triple T Broadband Public Company Limited","199","Triple T Broadband Public Company Limited","8080","socks5","4911","1","2023-10-20T12:50:12.650Z","99","4418","4457"
"103.121.62.2","elite","AS138146","BD","North Bengal Online","226","North Bengal Online","5678","socks4","5095","1","2023-10-20T12:50:12.642Z","99","4457","4496"
"103.221.254.7","elite","AS135524","BD","Dhaka University","186","university of dhaka","8291","socks4","3706","1","2023-10-20T12:50:12.648Z","44","2000","4500"
"47.242.149.229","elite","AS45102","HK","Alibaba.com LLC","288","Hong Kong","443","socks5","4501","1","2023-10-20T12:50:06.434Z","85","3720","4391"
"185.32.4.98","elite","AS60645","PL","AS Consulting Sp. z o. o.","41","Core Network Fiber","4153","socks4","2102","1","2023-10-20T12:50:06.452Z","99","4403","4432"
"38.127.173.150","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","2803","1","2023-10-20T12:50:01.940Z","100","4456","4465"
"41.223.233.94","elite","AS37008","BF","Alink Telecom Faso v","111","N/A","3629","socks4","5088","1","2023-10-20T12:50:01.746Z","86","3764","4382"
"186.248.87.172","elite","AS23106","BR","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","222","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","5678","socks4","4097","1","2023-10-20T12:50:01.751Z","99","4444","4494"
"188.255.238.255","elite","AS52116","RS","Orion Telekom ISP IP network","99","Orion Telekom Tim d.o.o.Beograd","5678","socks4","4987","1","2023-10-20T12:50:01.943Z","92","4110","4461"
"64.90.48.27","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","24650","socks5","4299","1","2023-10-20T12:50:01.844Z","100","4495","4496"
"197.234.13.58","elite","AS36902","SC","Intelvision","196","Intelvision Ltd","4145","socks4","4203","1","2023-10-20T12:50:01.836Z","100","4470","4485"
"43.134.237.27","elite","AS132203","SG","Aceville Pte.ltd","331","N/A","443","socks4","4795","1","2023-10-20T12:50:01.842Z","94","4187","4444"
"41.90.242.102","elite","AS33771","KE","Safaricom Limited","284","Safaricom Limited","5678","socks5","4899","1","2023-10-20T12:49:57.244Z","99","4350","4415"
"190.0.22.35","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","192","EPM Telecomunicaciones S.A. E.S.P","61155","socks4","4902","1","2023-10-20T12:49:57.243Z","99","4462","4499"
"8.210.54.50","elite","AS45102","HK","Alibaba.com LLC","246","Hong Kong","10081","socks5","5184","1","2023-10-20T12:49:57.241Z","100","4427","4449"
"104.24.206.207","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","13335","socks4","5100","1","2023-10-20T12:49:57.240Z","100","4350","4350"
"72.52.131.65","elite","AS32244","US","Liquid Web, L.L.C","102","SourceDNS","80","socks5","2123","1","2023-10-20T12:49:52.434Z","96","4212","4398"
"1.10.183.22","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","8080","socks5","1516","1","2023-10-20T12:49:52.534Z","60","2569","4314"
"210.210.154.61","elite","AS4787","ID","CBN","181","N/A","5678","socks5","2211","1","2023-10-20T12:49:52.346Z","100","4461","4468"
"149.154.69.203","elite","AS29182","RU","JSC IOT","48","JSC IOT","3080","socks5","4996","2","2023-10-20T12:49:52.535Z","99","4474","4509"
"119.5.236.99","elite","AS4837","CN","CNC Group CHINA169 Sichuan Province Network","268","N/A","24388","socks4","4698","1","2023-10-20T12:49:52.342Z","53","2360","4444"
"38.127.173.141","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks5","3698","1","2023-10-20T12:49:52.450Z","100","4446","4452"
"193.70.113.238","elite","AS16276","FR","OVH SAS","89","OVH","18545","socks5","5193","1","2023-10-20T12:49:52.537Z","100","4428","4428"
"194.233.69.126","elite","AS141995","SG","Contabo Asia Private Limited","159","Contabo Asia Private Limited","443","socks4","4804","1","2023-10-20T12:49:52.436Z","99","4455","4491"
"197.234.13.34","elite","AS36902","SC","Intelvision","298","Intelvision Ltd","4145","socks4","3094","1","2023-10-20T12:49:47.351Z","100","4395","4409"
"144.91.107.252","elite","AS51167","DE","Contabo GmbH","99","Contabo GmbH","18940","socks4","4885","1","2023-10-20T12:49:47.537Z","100","4412","4414"
"187.191.53.155","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","195","Total Play Telecomunicaciones SA De CV","7497","socks5","4593","1","2023-10-20T12:49:47.435Z","99","4440","4470"
"116.58.232.80","elite","AS131090","TH","CAT-BB","297","N/A","8080","socks5","4812","86","2023-10-20T12:49:47.438Z","61","2702","4456"
"45.76.144.30","elite","AS20473","SG","The Constant Company","184","Vultr Holdings, LLC","41086","socks4","808","1","2023-10-20T12:49:47.437Z","88","3957","4509"
"119.42.110.113","elite","AS131090","TH","CAT-BB","270","N/A","4145","socks4","5093","1","2023-10-20T12:49:47.439Z","86","3810","4423"
"110.78.147.112","elite","AS131090","TH","CAT-BB","293","N/A","4145","socks4","4506","1","2023-10-20T12:49:47.440Z","84","3760","4475"
"212.50.78.202","elite","AS34754","BG","Telnet Limited Liaskovec","54","N/A","5678","socks4","4692","1","2023-10-20T12:49:43.048Z","100","4403","4408"
"149.20.253.93","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","5012","1","2023-10-20T12:49:43.034Z","100","4481","4488"
"191.253.106.140","elite","AS28343","BR","Unifique Telecomunicações SA","295","UNIFIQUE TELECOMUNICACOES S/A","8080","socks4","3001","1","2023-10-20T12:49:43.047Z","91","4090","4471"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5093","2","2023-10-20T12:49:42.937Z","100","4471","4472"
"134.255.228.209","elite","AS197071","ES","StorageBase-FFM","13","N/A","24317","socks4","1900","1","2023-10-20T12:49:42.939Z","100","4379","4380"
"200.29.8.18","elite","AS4995","CL","Netup S.A","294","NETUP-POP","5678","socks4","1397","1","2023-10-20T12:49:42.943Z","95","4230","4468"
"47.243.207.3","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","298","Alibaba.com LLC","33967","socks5","5496","1","2023-10-20T12:49:42.840Z","71","3103","4399"
"66.78.54.93","elite","AS21769","US","Colocation America Corporation","199","code200 UAB","20000","socks4","3211","1","2023-10-20T12:49:42.935Z","96","4289","4455"
"212.33.205.4","elite","AS43754","IR","Asiatech Data Transmission company","98","Asiatech Data Transmission Co.","1080","socks4","5002","1","2023-10-20T12:49:38.042Z","56","2434","4340"
"177.125.161.223","elite","AS262346","BR","FP Telecomunicacoes Ltda","209","FP Telecomunicacoes Ltda","4145","socks4","702","2","2023-10-20T12:49:38.135Z","73","3223","4395"
"171.39.31.66","elite","AS4837","CN","China Unicom Guangxi Province Network","287","N/A","5678","socks4","4507","1","2023-10-20T12:49:38.051Z","47","2049","4353"
"103.85.60.129","elite","AS131111","ID","MORATELINDONAP","185","N/A","3629","socks4","5099","1","2023-10-20T12:49:38.048Z","98","4155","4240"
"182.120.161.228","elite","AS4837","CN","China Unicom Henan Province Network","234","N/A","8080","socks4","4799","1","2023-10-20T12:49:38.043Z","71","3159","4462"
"195.239.7.182","elite","AS3216","RU","PJSC \"Vimpelcom\"","89","SoVaMTeLePoRT P2P","29895","socks5","186","1","2023-10-20T12:49:38.039Z","43","1914","4458"
"104.248.20.36","elite","AS14061","DE","DigitalOcean, LLC","23","DigitalOcean, LLC","9050","socks4","5492","1","2023-10-20T12:49:38.134Z","100","4451","4451"
"146.120.160.148","elite","AS60754","UA","Dianet Ltd.","52","Dianet Ltd","5678","socks4","712","1","2023-10-20T12:49:33.449Z","97","4349","4488"
"202.43.112.34","elite","AS45325","ID","PC24NET","211","N/A","4145","socks4","3400","1","2023-10-20T12:49:33.448Z","82","3629","4420"
"179.51.162.8","elite","AS272008","PE","Telecable Central Network Sociedad Anonima Cerrada","200","Telecable Central Network Sociedad Anonima Cerrada","9898","socks4","2997","1","2023-10-20T12:49:33.445Z","90","4013","4459"
"103.70.206.17","elite","AS135712","IN","Euron Communications Pvt. Ltd","198","Euron Communications Pvt. Ltd.","59311","socks4","4789","82","2023-10-20T12:49:33.447Z","99","4473","4500"
"43.153.58.204","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","149","Tencent Cloud Computing","443","socks4","4198","1","2023-10-20T12:49:28.635Z","83","3689","4429"
"93.126.62.193","elite","AS44375","IR","Asmanfaraz Sepahan Company (P.J.S)","194","Asmanfaraz Sepahan Isdp","4153","socks4","1892","82","2023-10-20T12:49:28.637Z","97","4270","4383"
"172.67.181.11","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4996","1","2023-10-20T12:49:28.549Z","100","4379","4380"
"77.79.187.74","elite","AS24955","RU","JSC \"Ufanet\"","97","JSC Ufanet","8080","socks4","3597","1","2023-10-20T12:49:28.739Z","100","4371","4379"
"5.188.226.250","elite","AS202422","IT","G-Core Labs S.A.","23","GCL","36762","socks5","4703","1","2023-10-20T12:49:28.741Z","93","4187","4488"
"139.60.231.35","elite","AS62642","US","Bigleaf Networks","167","ITDreamwire, LLC","47255","socks4","5106","1","2023-10-20T12:49:28.640Z","99","4373","4422"
"185.25.119.57","elite","AS200000","UA","Hosting Ukraine LTD","42","new Hosting","7497","socks5","4908","1","2023-10-20T12:49:24.039Z","100","4405","4408"
"196.0.111.194","elite","AS21491","UG","Uganda Telecom Ltd","167","UTL","48009","socks4","3198","1","2023-10-20T12:49:23.938Z","95","4309","4516"
"197.234.13.78","elite","AS36902","SC","Intelvision","214","Intelvision Ltd","4145","socks4","3509","1","2023-10-20T12:49:23.941Z","100","4374","4394"
"78.40.104.5","elite","AS49628","GE","TrialetiNet","61","Trialeti-Neti LLC","1080","socks4","4097","1","2023-10-20T12:49:23.942Z","100","4482","4487"
"197.234.13.54","elite","AS36902","SC","Intelvision","287","Intelvision Ltd","4145","socks4","4806","1","2023-10-20T12:49:23.936Z","99","4468","4493"
"36.90.48.84","elite","AS7713","ID","PT. Telekomunikasi Indonesia","291","Telekomunikasi Indonesia","4153","socks4","4995","1","2023-10-20T12:49:23.943Z","84","3719","4434"
"31.146.161.194","elite","AS35805","GE","JSC \"Silknet\"","73","Silknet Gpon","5678","socks4","4209","1","2023-10-20T12:49:19.337Z","96","4241","4432"
"95.179.232.45","elite","AS20473","GB","The Constant Company, LLC","9","Vultr Holdings LLC London","15737","socks5","5098","1","2023-10-20T12:49:19.442Z","87","3815","4387"
"49.0.32.154","elite","AS38744","BD","Always On Network Bangladesh Ltd.","193","Always On Network Bangladesh Ltd","10801","socks4","4696","1","2023-10-20T12:49:19.348Z","98","4365","4437"
"197.234.13.29","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","4907","1","2023-10-20T12:49:19.343Z","100","4374","4391"
"178.62.223.104","elite","AS14061","NL","DigitalOcean, LLC","12","Digital Ocean","80","socks4","4691","1","2023-10-20T12:49:19.345Z","100","4414","4415"
"203.32.120.202","elite","AS209242","VG","Cloudflare London, LLC","88","Anaga Consulting Limited","80","socks4","3699","1","2023-10-20T12:49:19.339Z","100","4343","4343"
"125.24.56.159","elite","AS23969","TH","TOT Public Company Limited","160","TOT Public Company Limited","4145","socks4","5005","1","2023-10-20T12:49:19.340Z","75","3158","4233"
"103.58.16.233","elite","AS134202","MY","E-world Communication SDN BHD","193","E-world Communication SDN BHD","4145","socks4","5002","83","2023-10-20T12:49:14.541Z","65","2868","4419"
"178.254.157.214","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun","38","Orion Telekom ISP IP network","1080","socks4","3302","1","2023-10-20T12:49:14.543Z","100","4469","4486"
"45.56.112.189","elite","AS63949","US","Akamai Technologies, Inc.","97","Linode","7497","socks5","5287","81","2023-10-20T12:49:14.641Z","100","4432","4434"
"213.6.227.38","elite","AS12975","PS","Palestine Telecommunications Company","61","Paltel DSL","34081","socks4","5108","1","2023-10-20T12:49:14.643Z","98","4296","4372"
"82.103.116.126","elite","AS8717","BG","A1 Bulgaria EAD","77","A1 Bulgaria EAD","4153","socks4","3693","1","2023-10-20T12:49:08.443Z","100","4464","4474"
"193.105.124.46","elite","AS196939","UA","HomeNet ISP","55","Homenet IT LLC","1080","socks5","5504","1","2023-10-20T12:49:08.448Z","97","4323","4443"
"165.231.101.229","elite","AS41564","NL","Orion Network Limited","9","Fiber Grid","80","socks5","4391","1","2023-10-20T12:49:08.442Z","100","4453","4455"
"168.227.158.41","elite","AS52898","BR","Multipla Serviços Inteligentes","195","Multipla Serviços Inteligentes","4145","socks4","3095","1","2023-10-20T12:49:08.444Z","99","4411","4445"
"43.157.45.149","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","13","Tencent Cloud Computing","443","socks4","4501","1","2023-10-20T12:49:08.733Z","13","566","4501"
"37.187.108.156","elite","AS16276","FR","OVH SAS","6","OVH SAS","9050","socks4","5093","1","2023-10-20T12:49:08.549Z","97","4394","4527"
"104.251.81.87","elite","AS11325","US","Altus Communications Inc.","81","BraveWay","14778","socks5","4105","1","2023-10-20T12:49:03.842Z","100","4408","4410"
"103.28.86.241","elite","AS58504","NP","Alternate ISP","195","N/A","57230","socks4","4410","1","2023-10-20T12:49:03.654Z","98","4355","4449"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","194","Royal Cablevision Corp","7497","socks5","613","1","2023-10-20T12:49:03.651Z","96","4301","4464"
"38.127.172.169","elite","AS174","US","Cogent Communications","82","Torlandia Trading SRL","54291","socks4","4998","2","2023-10-20T12:49:03.845Z","100","4400","4406"
"178.128.84.253","elite","AS14061","SG","DigitalOcean, LLC","160","Digitalocean","9050","socks4","4908","1","2023-10-20T12:49:03.735Z","100","4480","4483"
"95.64.144.66","elite","AS8359","RU","MTS PJSC","54","Customers P2P 2022 00 WAN","1080","socks4","4395","1","2023-10-20T12:49:03.649Z","100","4493","4500"
"186.47.23.6","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","179","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","4186","1","2023-10-20T12:49:03.736Z","97","4315","4443"
"49.156.34.190","elite","AS24492","KH","WiCAM Corporation Ltd.","191","WiCAM Corporation Ltd.","24492","socks5","5004","1","2023-10-20T12:48:58.945Z","92","4118","4456"
"138.36.86.237","elite","AS264193","BR","Master Telecom","293","Master Telecom","5678","socks4","3903","1","2023-10-20T12:48:58.941Z","77","3447","4451"
"118.174.219.165","elite","AS23969","TH","TOT Public Company Limited","194","TOT Public Company Limited","2168","socks5","4592","1","2023-10-20T12:48:58.946Z","94","4238","4500"
"182.253.153.68","elite","AS17451","ID","BIZNET","176","N/A","5678","socks4","4094","1","2023-10-20T12:48:58.949Z","90","4016","4482"
"43.153.174.223","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","294","Tencent Cloud Computing","443","socks5","3698","1","2023-10-20T12:48:58.943Z","75","3298","4385"
"203.76.121.237","elite","AS23688","BD","Link3 Technologies Limited","195","Corporate Subscriber","4145","socks4","4791","1","2023-10-20T12:48:58.936Z","97","4350","4482"
"167.172.181.111","elite","AS14061","DE","DigitalOcean, LLC","24","DigitalOcean, LLC","80","socks5","3599","1","2023-10-20T12:48:54.246Z","100","4438","4439"
"176.123.56.58","elite","AS50396","RU","LLC Format-center","65","LLC Format-center","3629","socks4","4816","1","2023-10-20T12:48:54.237Z","99","4479","4516"
"51.77.73.78","elite","AS16276","ES","OVH SAS","11","Sastre Vazquez Antonio","31979","socks4","4686","1","2023-10-20T12:48:54.248Z","100","4461","4466"
"80.85.98.110","elite","AS33874","MT","Epic Communications Limited","102","Epic Communications Ltd","5678","socks4","5098","1","2023-10-20T12:48:49.141Z","100","4383","4392"
"202.44.228.209","elite","AS4618","TH","Internet Thailand Company Ltd.","202","Internet Thailand Company Limited","4153","socks4","2398","1","2023-10-20T12:48:49.146Z","33","1469","4436"
"159.192.240.90","elite","AS131090","TH","CAT-BB","294","N/A","4145","socks4","5009","1","2023-10-20T12:48:49.143Z","35","1548","4433"
"72.252.4.49","elite","AS396899","PR","Natural G.C. Inc","127","Columbus Networks USA","4145","socks4","5492","82","2023-10-20T12:48:49.148Z","97","4377","4514"
"202.148.5.34","elite","AS9794","ID","PT. Core Mediatech","269","N/A","5678","socks4","3410","1","2023-10-20T12:48:49.150Z","99","4332","4395"
"180.183.39.207","elite","AS45629","TH","Triple T Broadband Public Company Limited","214","Triple T Broadband Public Company Limited","4153","socks4","5092","1","2023-10-20T12:48:44.139Z","94","4134","4391"
"103.95.97.43","elite","AS136759","BD","Cosmopolitan Communications Limited","195","Cosmopolitan Communications Limited","4153","socks4","5095","82","2023-10-20T12:48:44.138Z","99","4445","4474"
"14.115.107.29","elite","AS4134","CN","Chinanet","219","Chinanet GD","3629","socks4","2002","1","2023-10-20T12:48:44.141Z","62","2727","4402"
"104.18.81.76","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4101","1","2023-10-20T12:48:39.548Z","100","4492","4492"
"104.18.103.125","elite","AS137554","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","789","1","2023-10-20T12:48:39.546Z","100","4407","4407"
"217.115.115.252","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","82","Webworld","56792","socks5","4505","1","2023-10-20T12:48:39.642Z","95","4206","4410"
"151.248.117.232","elite","AS197695","RU","Reg.Ru","79","N/A","5555","socks4","5090","1","2023-10-20T12:48:39.641Z","99","4369","4411"
"151.247.228.221","elite","AS205647","IR","Pardis Fanvari Partak LTD","132","Shtl DSL CEN","4153","socks4","4504","1","2023-10-20T12:48:39.543Z","92","4047","4397"
"170.238.79.2","elite","AS266328","BR","Alphanet Telecom Ltda ME","207","Alphanet Telecom Ltda ME","7497","socks5","4796","1","2023-10-20T12:48:39.547Z","98","4210","4281"
"185.26.32.93","elite","AS210392","IR","AryaOxin","112","N/A","5678","socks4","5008","1","2023-10-20T12:48:34.949Z","34","1484","4367"
"1.1.1.98","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks4","4999","1","2023-10-20T12:48:34.944Z","100","4487","4487"
"103.51.46.4","elite","AS133819","ID","CIM","283","N/A","4145","socks4","3998","1","2023-10-20T12:48:34.940Z","99","4451","4503"
"140.250.144.18","elite","AS4134","CN","Chinanet","197","Chinanet SD","1080","socks4","4011","1","2023-10-20T12:48:34.943Z","79","3526","4436"
"37.221.146.138","elite","AS3255","UA","Radio Service Ltd.","41","Radio Service Ltd","1080","socks5","4916","1","2023-10-20T12:48:34.945Z","87","3884","4457"
"100.2.109.83","elite","AS701","US","Verizon Business","91","Verizon Online LLC","8080","socks5","164","1","2023-10-20T12:48:34.934Z","100","4397","4410"
"103.240.33.177","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","198","Vihaan","8291","socks4","4792","1","2023-10-20T12:48:34.941Z","99","4480","4528"
"5.160.186.110","elite","AS42337","IR","Respina Networks & Beyond PJSC","112","Respina","5678","socks4","3686","1","2023-10-20T12:48:30.245Z","95","4278","4499"
"193.8.87.43","elite","AS197698","CZ","D-H-T SYSTEMS s.r.o.","23","D-H-T SYSTEMS s.r.o","4444","socks4","4604","3","2023-10-20T12:48:30.235Z","100","4375","4378"
"167.99.201.165","elite","AS14061","GB","DigitalOcean, LLC","15","DigitalOcean, LLC","15956","socks5","4898","2","2023-10-20T12:48:30.341Z","63","2778","4376"
"1.0.0.187","elite","AS13335","AU","Cloudflare, Inc","4","APNIC and Cloudflare DNS Resolver project","80","socks4","4288","1","2023-10-20T12:48:30.238Z","100","4438","4438"
